(0.5114474243669109, 0.02397840697333109, 0.6906632424315061)
(0.014235067201257112, 0.8543546231715546, 0.6879305380361408)
(0.11684661886185888, 0.8444234282486119, 0.9226069704905807)
(0.6717714859982895, 0.06876850427691072, 0.3520522009150362)
(0.6986153637536064, 0.5260676192189907, 0.6284709861440763)
(0.7671228143695924, 0.9097510246675393, 0.21999614037547577)
(0.41077576424902607, 0.6916202616411294, 0.4523758616814425)
(0.4552464950788905, 0.7513774235094958, 0.505002154222676)
(0.7644422352077639, 0.3093497821396609, 0.5648000387223373)
(0.23130688999660398, 0.23899414658961549, 0.14613326583207786)
(0.6532472661628972, 0.8060674267388032, 0.5401475308871171)
(0.13422079220178906, 0.34992244489349056, 0.9265723743325078)
(0.1277918259050944, 0.015435311171334232, 0.3217964361143464)
(0.5666184146463986, 0.7559644049264423, 0.08273804631063064)
(0.7429966097711864, 0.27816407168911783, 0.2569195765695298)
(0.5714522394842974, 0.900757474254139, 0.7804090423226021)
(0.24457190676541962, 0.9288650836995941, 0.17995066268983861)
(0.24560673416427503, 0.08317460676575927, 0.49536539676667246)
(0.8253493218925966, 0.6298233207894015, 0.9118174309356079)
(0.26494782935079797, 0.1883198695840892, 0.05958436096897024)
(0.9597021642602263, 0.5404448352749257, 0.15339840294646634)
(0.3183074231402191, 0.5105454297435509, 0.6589368117791597)
(0.6876571042482601, 0.07250947307529121, 0.5675017503222733)
(0.05970839329942634, 0.23783356976346304, 0.7963015181195612)
(0.8022321196391359, 0.23658345701194083, 0.9767969679983419)
(0.376821617776963, 0.8216862195507241, 0.8457758752630852)
(0.06172615607347176, 0.2946443422004489, 0.21701289142307179)
(0.15253670933773966, 0.9452285228499597, 0.8134812181063942)
(0.8604208912121915, 0.2665274926074752, 0.5380731859971408)
